id,age_at_entry,income_level,health_score,pension_contrib_rate,true_event_time,censor_time,time_to_event,event_observed,method
4018,52,61317.41,85.2,0.09,26.185,9.404,9.404,0,zero
4019,26,23350.13,71.2,0.034,8.587,25.0,8.587,1,zero
4020,28,59405.52,80.8,0.101,16.053,20.579,16.053,1,zero
4021,46,35066.47,82.1,0.112,14.018,2.365,2.365,0,zero
4022,50,57687.4,59.7,0.074,32.874,25.0,25.0,0,zero
4023,37,54222.82,52.6,0.102,12.182,25.0,12.182,1,zero
4024,56,15000.0,65.0,0.094,6.544,25.0,6.544,1,zero
4025,41,45750.02,71.0,0.102,8.286,16.562,8.286,1,zero
4026,43,51971.44,58.0,0.099,17.428,25.0,17.428,1,zero
4027,59,55943.11,84.2,0.048,26.184,25.0,25.0,0,zero
4028,52,25880.35,89.5,0.075,11.605,5.068,5.068,0,zero
4029,25,47084.11,71.8,0.116,29.909,25.0,25.0,0,zero
4030,42,42340.88,60.2,0.061,10.157,2.482,2.482,0,zero
4031,57,45176.91,74.9,0.117,17.296,21.032,17.296,1,zero
4032,36,51987.24,60.2,0.082,11.083,25.0,11.083,1,zero
4033,32,53880.52,81.4,0.072,37.75,25.0,25.0,0,zero
4034,48,32131.08,67.7,0.089,19.677,25.0,19.677,1,zero
4035,40,43185.03,77.3,0.103,26.42,25.0,25.0,0,zero
4036,28,40493.62,79.0,0.065,11.704,0.928,0.928,0,zero
4037,51,37127.77,75.4,0.033,19.572,22.455,19.572,1,zero
4038,33,38274.7,87.9,0.094,20.641,23.962,20.641,1,zero
4039,40,42351.85,71.8,0.116,41.58,25.0,25.0,0,zero
4040,36,32776.22,65.0,0.086,10.845,10.316,10.316,0,zero
4041,55,50596.44,49.0,0.047,19.026,25.0,19.026,1,zero
4042,48,55231.7,47.2,0.052,11.549,25.0,11.549,1,zero
4043,38,30153.08,76.5,0.112,11.529,21.405,11.529,1,zero
4044,49,55819.96,68.2,0.031,6.907,0.708,0.708,0,zero
4045,58,30175.68,61.8,0.079,5.602,12.241,5.602,1,zero
4046,27,50773.44,58.9,0.044,10.005,23.811,10.005,1,zero
4047,48,55797.75,77.4,0.055,9.086,6.32,6.32,0,zero
4048,33,38865.87,60.2,0.058,1.435,25.0,1.435,1,zero
4049,50,30274.03,86.3,0.05,22.678,25.0,22.678,1,zero
4050,44,32935.8,93.5,0.101,15.04,25.0,15.04,1,zero
4051,34,44342.28,61.0,0.06,27.576,4.969,4.969,0,zero
4052,43,63575.85,76.7,0.061,27.767,25.0,25.0,0,zero
4053,27,19687.21,74.4,0.071,24.855,25.0,24.855,1,zero
4054,48,41202.9,60.1,0.111,11.933,24.826,11.933,1,zero
4055,29,38943.13,60.2,0.092,5.371,18.411,5.371,1,zero
4056,27,34521.74,68.8,0.036,22.337,25.0,22.337,1,zero
4057,51,39030.62,58.6,0.034,16.588,20.373,16.588,1,zero
4058,40,33493.64,80.9,0.081,18.937,25.0,18.937,1,zero
4059,39,54917.86,67.5,0.11,28.823,23.65,23.65,0,zero
4060,59,56109.93,58.8,0.059,19.658,4.14,4.14,0,zero
4061,36,41057.62,69.1,0.052,15.594,0.642,0.642,0,zero
4062,50,38306.26,74.7,0.097,21.64,17.446,17.446,0,zero
4063,58,34083.56,62.8,0.084,13.342,4.615,4.615,0,zero
4064,47,41083.38,50.1,0.081,4.523,18.969,4.523,1,zero
4065,55,62173.97,71.3,0.043,19.939,19.876,19.876,0,zero
4066,44,38755.19,57.8,0.046,19.21,5.917,5.917,0,zero
4067,36,29926.81,62.1,0.055,14.863,2.168,2.168,0,zero
4068,47,35226.86,74.7,0.049,32.429,12.521,12.521,0,zero
4069,28,49041.64,64.1,0.117,6.556,25.0,6.556,1,zero
4070,47,31387.16,68.6,0.032,18.654,25.0,18.654,1,zero
4071,25,39595.53,84.5,0.086,36.569,2.927,2.927,0,zero
4072,49,45674.6,66.5,0.077,19.472,24.12,19.472,1,zero
4073,26,32297.65,90.2,0.059,17.793,25.0,17.793,1,zero
4074,54,18827.13,77.4,0.11,7.59,25.0,7.59,1,zero
4075,27,27143.37,60.7,0.09,15.791,25.0,15.791,1,zero
4076,45,29694.8,65.2,0.12,9.067,9.445,9.067,1,zero
4077,49,37254.07,57.4,0.045,22.913,15.891,15.891,0,zero
4078,44,40531.6,76.4,0.038,6.305,25.0,6.305,1,zero
4079,46,49884.42,83.2,0.043,24.935,20.688,20.688,0,zero
4080,45,25272.93,66.4,0.054,4.87,16.033,4.87,1,zero
4081,57,48139.44,51.4,0.068,12.252,6.589,6.589,0,zero
4082,39,35548.92,73.6,0.108,20.01,13.936,13.936,0,zero
4083,39,18573.43,61.4,0.056,5.189,1.605,1.605,0,zero
4084,49,40162.88,62.9,0.112,16.135,25.0,16.135,1,zero
4085,45,55795.21,73.1,0.072,8.156,25.0,8.156,1,zero
4086,48,50597.37,82.3,0.088,21.504,2.46,2.46,0,zero
4087,29,39084.76,77.4,0.054,20.551,7.687,7.687,0,zero
4088,30,53509.25,74.3,0.044,16.953,25.0,16.953,1,zero
4089,47,42306.67,68.4,0.108,5.01,14.651,5.01,1,zero
4090,28,51774.27,56.8,0.04,30.079,25.0,25.0,0,zero
4091,51,20060.77,73.5,0.1,7.883,25.0,7.883,1,zero
4092,42,25003.93,77.2,0.082,4.127,24.473,4.127,1,zero
4093,45,48748.43,64.0,0.108,22.203,9.0,9.0,0,zero
4094,52,58471.39,66.3,0.095,9.334,25.0,9.334,1,zero
4095,59,45007.55,81.1,0.055,21.122,7.635,7.635,0,zero
4096,46,34031.96,66.1,0.082,13.678,2.65,2.65,0,zero
4097,47,29793.81,67.3,0.031,6.699,20.826,6.699,1,zero
4098,27,36216.22,69.1,0.073,5.35,25.0,5.35,1,zero
4099,34,54563.64,76.7,0.038,28.239,25.0,25.0,0,zero
4100,49,35889.68,72.9,0.069,2.134,25.0,2.134,1,zero
4101,32,52573.13,72.2,0.04,6.391,17.592,6.391,1,zero
4102,35,47830.88,85.2,0.116,27.627,5.498,5.498,0,zero
4103,29,60567.11,65.9,0.077,25.435,0.283,0.283,0,zero
4104,53,42403.14,60.5,0.112,8.211,21.662,8.211,1,zero
4105,29,39404.84,80.2,0.032,23.395,13.088,13.088,0,zero
4106,33,53172.07,72.3,0.087,24.28,25.0,24.28,1,zero
4107,26,28776.85,64.1,0.058,17.567,9.626,9.626,0,zero
4108,25,34671.8,66.4,0.069,21.914,25.0,21.914,1,zero
4109,54,19839.94,57.3,0.109,16.754,15.376,15.376,0,zero
4110,35,24948.11,72.3,0.118,10.405,12.805,10.405,1,zero
4111,52,63080.46,55.4,0.052,11.536,25.0,11.536,1,zero
4112,36,48307.77,76.8,0.115,3.753,20.632,3.753,1,zero
4113,50,23551.58,64.8,0.092,4.245,20.72,4.245,1,zero
4114,37,54337.95,56.1,0.116,5.899,10.423,5.899,1,zero
4115,32,31555.63,81.0,0.081,12.739,25.0,12.739,1,zero
4116,52,47691.41,92.6,0.116,19.978,11.181,11.181,0,zero
4117,54,47512.16,74.4,0.11,3.103,18.491,3.103,1,zero
4118,33,59979.89,67.1,0.042,34.435,25.0,25.0,0,zero
4119,55,33547.24,60.4,0.058,8.921,25.0,8.921,1,zero
4120,45,31117.25,72.6,0.052,32.436,15.851,15.851,0,zero
4121,58,15000.0,76.4,0.081,9.573,9.497,9.497,0,zero
4122,55,38538.72,70.1,0.102,17.556,13.709,13.709,0,zero
4123,49,48703.96,79.0,0.098,28.974,21.854,21.854,0,zero
4124,36,50343.69,85.1,0.095,40.975,8.689,8.689,0,zero
4125,25,55028.79,57.4,0.064,22.707,1.81,1.81,0,zero
4126,46,43477.67,72.9,0.043,13.837,25.0,13.837,1,zero
4127,25,46057.37,51.0,0.049,20.467,13.876,13.876,0,zero
4128,25,40817.45,61.9,0.097,14.775,11.235,11.235,0,zero
4129,45,48489.46,77.2,0.043,11.261,25.0,11.261,1,zero
4130,39,28789.09,69.5,0.05,10.185,2.321,2.321,0,zero
4131,41,23098.42,53.9,0.068,6.026,6.968,6.026,1,zero
4132,46,30055.14,80.5,0.036,9.48,25.0,9.48,1,zero
4133,59,42563.48,64.6,0.049,4.104,25.0,4.104,1,zero
4134,40,24394.9,78.5,0.043,12.653,14.256,12.653,1,zero
4135,32,32401.07,75.1,0.116,8.98,25.0,8.98,1,zero
4136,41,32784.47,61.7,0.047,12.31,25.0,12.31,1,zero
4137,41,49381.85,78.7,0.108,28.46,25.0,25.0,0,zero
4138,50,47921.15,73.2,0.04,15.354,25.0,15.354,1,zero
4139,37,40845.83,71.8,0.108,36.084,25.0,25.0,0,zero
4140,41,45412.78,65.3,0.084,6.912,25.0,6.912,1,zero
4141,41,45649.49,59.0,0.106,24.601,25.0,24.601,1,zero
4142,38,35636.57,65.8,0.108,8.247,9.09,8.247,1,zero
4143,30,33490.01,65.6,0.084,32.992,25.0,25.0,0,zero
4144,59,58440.24,78.5,0.113,9.009,7.979,7.979,0,zero
4145,38,15000.0,53.5,0.083,13.482,25.0,13.482,1,zero
4146,32,31104.36,84.7,0.094,4.569,25.0,4.569,1,zero
4147,39,37554.61,85.3,0.067,22.032,0.276,0.276,0,zero
4148,51,46719.42,63.6,0.112,7.169,16.367,7.169,1,zero
4149,37,53626.08,84.0,0.104,28.184,25.0,25.0,0,zero
4150,55,62280.78,59.9,0.045,20.578,24.036,20.578,1,zero
4151,59,38899.47,81.3,0.082,26.377,9.26,9.26,0,zero
4152,30,39703.17,61.8,0.111,18.801,25.0,18.801,1,zero
4153,29,44351.32,80.3,0.101,17.682,13.015,13.015,0,zero
4154,46,33626.55,55.6,0.117,5.386,25.0,5.386,1,zero
4155,47,25789.15,80.8,0.051,16.891,19.793,16.891,1,zero
4156,49,38844.99,82.9,0.063,5.986,25.0,5.986,1,zero
4157,58,48944.47,55.3,0.076,19.708,25.0,19.708,1,zero
4158,50,37084.92,87.6,0.051,9.787,25.0,9.787,1,zero
4159,29,44961.22,80.2,0.065,23.221,25.0,23.221,1,zero
4160,50,17574.19,50.0,0.078,9.046,23.103,9.046,1,zero
4161,44,40220.86,65.1,0.047,11.664,19.108,11.664,1,zero
4162,30,35158.64,80.4,0.053,25.102,18.552,18.552,0,zero
4163,30,24698.51,77.2,0.041,10.163,25.0,10.163,1,zero
4164,42,47886.55,71.1,0.094,3.166,25.0,3.166,1,zero
4165,28,62147.75,79.3,0.063,68.46,25.0,25.0,0,zero
4166,41,51879.51,61.3,0.05,12.768,1.028,1.028,0,zero
4167,38,52644.99,70.5,0.076,27.032,10.324,10.324,0,zero
4168,38,48549.72,61.5,0.036,18.354,18.321,18.321,0,zero
4169,37,47757.42,71.3,0.113,22.296,11.049,11.049,0,zero
4170,31,18406.82,80.0,0.057,5.523,25.0,5.523,1,zero
4171,39,38464.59,77.8,0.11,16.069,25.0,16.069,1,zero
4172,43,46104.04,72.2,0.075,13.9,25.0,13.9,1,zero
4173,59,46376.86,79.9,0.107,12.353,25.0,12.353,1,zero
4174,41,55260.47,80.9,0.052,54.385,10.528,10.528,0,zero
4175,59,27611.23,88.0,0.046,5.209,0.895,0.895,0,zero
4176,43,47287.26,81.7,0.106,25.976,10.564,10.564,0,zero
4177,44,27219.51,76.6,0.049,10.054,1.716,1.716,0,zero
4178,59,37459.6,79.3,0.097,8.017,21.925,8.017,1,zero
4179,56,39256.44,72.4,0.061,8.255,14.387,8.255,1,zero
4180,48,50350.85,67.2,0.097,11.5,25.0,11.5,1,zero
4181,41,48939.44,78.7,0.112,13.855,25.0,13.855,1,zero
4182,31,41443.97,77.6,0.118,11.649,5.646,5.646,0,zero
4183,25,15000.0,72.9,0.062,18.319,17.698,17.698,0,zero
4184,59,45338.0,68.1,0.063,2.924,16.789,2.924,1,zero
4185,56,36787.88,67.5,0.118,7.741,25.0,7.741,1,zero
4186,37,56701.67,65.9,0.108,12.449,5.966,5.966,0,zero
4187,30,53841.92,82.6,0.034,40.4,25.0,25.0,0,zero
4188,38,28743.73,81.8,0.082,6.633,7.604,6.633,1,zero
4189,39,46986.09,81.4,0.046,45.497,25.0,25.0,0,zero
4190,28,47222.93,59.5,0.119,8.27,25.0,8.27,1,zero
4191,40,46350.2,66.4,0.043,14.089,19.387,14.089,1,zero
4192,52,44794.97,67.4,0.08,7.18,25.0,7.18,1,zero
4193,40,47561.86,63.9,0.09,10.7,9.546,9.546,0,zero
4194,28,58017.83,88.6,0.114,40.736,3.83,3.83,0,zero
4195,50,33383.44,74.0,0.106,11.432,12.453,11.432,1,zero
4196,52,29130.28,73.3,0.052,5.612,25.0,5.612,1,zero
4197,56,49392.58,65.3,0.082,3.008,9.349,3.008,1,zero
4198,26,17399.65,78.6,0.116,8.003,6.525,6.525,0,zero
4199,55,47848.29,91.9,0.096,37.082,1.571,1.571,0,zero
4200,27,45723.27,70.8,0.092,34.873,25.0,25.0,0,zero
4201,32,15000.0,67.7,0.098,10.209,15.456,10.209,1,zero
4202,48,32363.96,69.1,0.059,12.251,20.866,12.251,1,zero
4203,39,58911.69,66.8,0.096,37.979,12.58,12.58,0,zero
4204,55,22513.88,70.0,0.051,11.575,24.625,11.575,1,zero
4205,33,42551.1,63.9,0.069,31.953,25.0,25.0,0,zero
4206,26,27941.14,61.1,0.11,13.511,6.795,6.795,0,zero
4207,32,31492.64,69.8,0.032,8.97,25.0,8.97,1,zero
4208,31,62995.83,70.8,0.067,36.482,25.0,25.0,0,zero
4209,40,41481.33,67.3,0.054,16.863,19.415,16.863,1,zero
4210,59,46203.41,84.6,0.048,20.347,22.767,20.347,1,zero
4211,54,38650.43,74.2,0.105,5.581,25.0,5.581,1,zero
4212,34,21818.4,77.4,0.093,16.938,11.878,11.878,0,zero
4213,42,25780.92,77.7,0.04,11.56,9.441,9.441,0,zero
4214,29,54141.16,71.0,0.075,17.019,25.0,17.019,1,zero
4215,53,41834.71,72.2,0.072,17.635,21.26,17.635,1,zero
4216,58,30756.54,61.4,0.043,11.697,25.0,11.697,1,zero
4217,47,39735.38,76.6,0.102,17.785,25.0,17.785,1,zero
4218,29,47939.18,66.7,0.063,49.323,14.506,14.506,0,zero
4219,54,45453.87,63.6,0.099,16.704,13.001,13.001,0,zero
4220,30,30762.53,83.0,0.047,23.578,25.0,23.578,1,zero
4221,28,21096.36,56.7,0.058,15.157,21.289,15.157,1,zero
4222,53,35115.44,87.2,0.039,12.82,14.394,12.82,1,zero
4223,47,53308.58,86.4,0.043,36.884,25.0,25.0,0,zero
4224,30,50252.52,67.8,0.109,15.71,11.103,11.103,0,zero
4225,56,44924.84,87.9,0.04,23.017,25.0,23.017,1,zero
4226,42,37949.44,61.1,0.039,9.826,10.752,9.826,1,zero
4227,39,33799.04,79.9,0.115,6.512,1.782,1.782,0,zero
4228,56,38172.06,70.2,0.088,4.767,2.798,2.798,0,zero
4229,33,49381.26,51.9,0.039,21.99,25.0,21.99,1,zero
4230,34,52122.29,63.7,0.117,12.951,25.0,12.951,1,zero
4231,44,36858.56,68.3,0.043,9.572,15.916,9.572,1,zero
4232,30,70434.78,77.8,0.099,33.983,19.077,19.077,0,zero
4233,27,41108.85,65.2,0.033,3.223,23.588,3.223,1,zero
4234,35,35836.53,67.3,0.086,9.124,21.515,9.124,1,zero
4235,41,57708.03,75.4,0.079,15.792,10.463,10.463,0,zero
4236,56,15540.44,74.9,0.049,12.942,25.0,12.942,1,zero
4237,28,45760.4,69.1,0.088,21.088,25.0,21.088,1,zero
4238,28,39126.42,67.0,0.086,30.972,25.0,25.0,0,zero
4239,41,57378.21,79.4,0.102,15.437,21.405,15.437,1,zero
4240,43,47259.08,66.9,0.109,10.326,25.0,10.326,1,zero
4241,29,41669.23,58.1,0.076,3.117,25.0,3.117,1,zero
4242,56,47951.61,66.1,0.074,30.192,15.047,15.047,0,zero
4243,46,27333.01,75.5,0.086,12.202,25.0,12.202,1,zero
4244,30,51601.84,68.5,0.096,20.456,24.291,20.456,1,zero
4245,59,23864.97,65.0,0.062,18.595,20.402,18.595,1,zero
4246,46,44301.97,57.5,0.075,9.05,19.532,9.05,1,zero
4247,25,40427.37,68.6,0.083,14.121,12.933,12.933,0,zero
4248,44,18843.35,72.3,0.119,12.732,8.295,8.295,0,zero
4249,46,40827.3,59.9,0.083,19.986,25.0,19.986,1,zero
4250,35,43383.84,68.1,0.05,24.743,25.0,24.743,1,zero
4251,37,32141.49,59.1,0.083,20.025,25.0,20.025,1,zero
4252,27,27850.94,68.7,0.104,16.543,24.512,16.543,1,zero
4253,33,45906.13,87.3,0.107,37.831,2.862,2.862,0,zero
4254,36,44347.78,71.7,0.102,18.421,3.553,3.553,0,zero
4255,47,42721.83,54.2,0.11,6.756,12.104,6.756,1,zero
4256,38,40106.1,73.3,0.06,18.294,25.0,18.294,1,zero
4257,57,33201.24,83.1,0.076,17.218,22.999,17.218,1,zero
4258,42,67266.18,56.2,0.1,23.871,1.838,1.838,0,zero
4259,33,36420.03,59.5,0.054,9.289,25.0,9.289,1,zero
4260,47,29618.64,72.6,0.063,2.655,5.41,2.655,1,zero
4261,34,40653.13,69.1,0.105,9.931,24.254,9.931,1,zero
4262,43,37828.71,82.1,0.099,41.842,25.0,25.0,0,zero
4263,29,36141.85,68.2,0.117,7.932,25.0,7.932,1,zero
4264,47,62491.31,78.3,0.12,18.429,7.893,7.893,0,zero
4265,54,26443.03,85.3,0.052,15.573,15.296,15.296,0,zero
4266,49,40449.24,61.3,0.111,21.743,17.771,17.771,0,zero
4267,52,27247.92,77.5,0.039,18.625,0.259,0.259,0,zero
4268,58,33507.7,66.0,0.094,19.892,25.0,19.892,1,zero
4269,49,60833.39,47.8,0.05,18.438,24.662,18.438,1,zero
4270,34,43377.34,74.8,0.057,35.187,25.0,25.0,0,zero
4271,38,43232.45,76.0,0.115,10.494,23.395,10.494,1,zero
4272,54,28726.23,54.5,0.054,8.496,25.0,8.496,1,zero
4273,49,34904.54,65.5,0.091,20.2,25.0,20.2,1,zero
4274,38,61877.46,63.8,0.046,16.219,25.0,16.219,1,zero
4275,59,45992.35,78.1,0.038,27.324,25.0,25.0,0,zero
4276,58,35923.42,54.5,0.061,7.773,25.0,7.773,1,zero
4277,34,45287.29,71.1,0.086,14.382,25.0,14.382,1,zero
4278,59,43211.97,46.6,0.052,7.183,25.0,7.183,1,zero
4279,35,29926.72,73.8,0.057,16.745,25.0,16.745,1,zero
4280,35,35574.3,71.3,0.094,6.259,25.0,6.259,1,zero
4281,45,67054.43,64.9,0.039,4.367,2.253,2.253,0,zero
4282,45,44704.03,84.3,0.07,34.991,5.905,5.905,0,zero
4283,46,21171.5,43.8,0.115,16.054,2.286,2.286,0,zero
4284,31,46122.52,69.8,0.066,5.96,25.0,5.96,1,zero
4285,41,55637.06,82.0,0.069,23.943,13.096,13.096,0,zero
4286,26,29147.46,71.3,0.096,16.881,17.175,16.881,1,zero
4287,36,34517.89,83.7,0.1,13.328,19.712,13.328,1,zero
4288,42,57445.25,65.5,0.099,19.929,17.376,17.376,0,zero
4289,35,40418.95,68.3,0.12,14.194,25.0,14.194,1,zero
4290,40,38285.46,82.3,0.036,18.255,13.932,13.932,0,zero
4291,42,23967.3,78.9,0.118,17.676,25.0,17.676,1,zero
4292,59,52846.8,94.0,0.116,17.36,25.0,17.36,1,zero
4293,50,37738.37,71.0,0.107,8.947,6.31,6.31,0,zero
4294,40,15000.0,72.0,0.071,12.51,25.0,12.51,1,zero
4295,30,21128.35,65.4,0.108,15.136,7.433,7.433,0,zero
4296,36,33261.03,68.0,0.05,19.775,6.545,6.545,0,zero
4297,37,27125.89,80.8,0.101,17.053,19.47,17.053,1,zero
4298,28,29008.46,70.0,0.047,21.561,25.0,21.561,1,zero
4299,26,68136.04,61.9,0.103,18.065,25.0,18.065,1,zero
4300,50,48490.28,66.2,0.085,13.155,25.0,13.155,1,zero
4301,51,15000.0,69.1,0.039,12.537,25.0,12.537,1,zero
4302,51,36228.14,62.6,0.111,15.983,13.691,13.691,0,zero
4303,39,38926.08,65.4,0.082,13.147,15.905,13.147,1,zero
4304,32,22276.79,60.0,0.089,9.376,25.0,9.376,1,zero
4305,31,46412.64,65.8,0.056,27.264,25.0,25.0,0,zero
4306,36,15503.33,81.7,0.108,6.854,18.353,6.854,1,zero
4307,37,53163.36,70.5,0.079,1.83,25.0,1.83,1,zero
4308,41,57298.36,94.6,0.068,24.639,15.881,15.881,0,zero
4309,41,68231.02,62.4,0.078,10.532,25.0,10.532,1,zero
4310,45,21108.05,74.9,0.093,8.938,1.864,1.864,0,zero
4311,32,23549.23,72.2,0.093,9.188,25.0,9.188,1,zero
4312,29,48312.06,76.5,0.062,35.032,25.0,25.0,0,zero
4313,50,54192.16,63.9,0.065,11.792,25.0,11.792,1,zero
4314,40,49707.43,66.3,0.081,21.338,17.577,17.577,0,zero
4315,52,52956.6,74.1,0.113,19.924,25.0,19.924,1,zero
4316,53,56521.93,65.0,0.097,13.919,25.0,13.919,1,zero
4317,36,42427.0,52.3,0.065,4.556,25.0,4.556,1,zero
4318,54,37449.4,83.1,0.06,19.41,17.861,17.861,0,zero
4319,47,23581.87,78.9,0.077,3.55,25.0,3.55,1,zero
4320,40,36422.74,65.8,0.108,4.633,1.523,1.523,0,zero
4321,38,38261.34,72.2,0.031,9.192,3.323,3.323,0,zero
4322,34,28603.79,80.1,0.094,10.118,25.0,10.118,1,zero
4323,31,39541.31,83.4,0.057,36.539,11.011,11.011,0,zero
4324,53,27251.45,71.0,0.049,14.753,1.225,1.225,0,zero
4325,27,53359.99,64.1,0.031,19.65,14.591,14.591,0,zero
4326,39,45109.89,84.6,0.111,47.703,4.993,4.993,0,zero
4327,43,34484.76,70.9,0.112,7.758,0.171,0.171,0,zero
4328,37,42266.09,68.5,0.036,21.317,18.96,18.96,0,zero
4329,45,26738.92,72.6,0.077,21.09,25.0,21.09,1,zero
4330,51,27955.69,81.5,0.044,21.12,23.562,21.12,1,zero
4331,53,32393.74,69.6,0.098,3.599,14.82,3.599,1,zero
4332,44,37696.86,79.9,0.09,20.557,25.0,20.557,1,zero
4333,49,41694.42,67.9,0.057,8.881,5.446,5.446,0,zero
4334,30,41741.88,76.1,0.041,16.435,25.0,16.435,1,zero
4335,26,24174.67,60.5,0.105,12.767,8.453,8.453,0,zero
4336,46,39031.25,80.7,0.091,23.798,25.0,23.798,1,zero
4337,56,30183.34,63.2,0.031,5.138,25.0,5.138,1,zero
4338,40,15000.0,74.6,0.087,4.039,19.815,4.039,1,zero
4339,42,76907.03,55.1,0.103,9.712,25.0,9.712,1,zero
4340,29,30416.19,70.2,0.083,8.835,25.0,8.835,1,zero
4341,54,31082.17,71.9,0.068,2.968,4.984,2.968,1,zero
4342,43,23842.77,63.2,0.083,22.467,25.0,22.467,1,zero
4343,47,27310.08,68.9,0.086,8.092,19.984,8.092,1,zero
4344,58,37735.93,72.6,0.088,5.687,25.0,5.687,1,zero
4345,37,56221.76,75.6,0.117,25.008,12.805,12.805,0,zero
4346,53,37667.82,71.0,0.046,20.699,18.599,18.599,0,zero
4347,46,36117.25,83.3,0.086,22.187,25.0,22.187,1,zero
4348,33,54403.29,81.6,0.047,35.698,25.0,25.0,0,zero
4349,43,33707.24,69.7,0.049,3.373,16.986,3.373,1,zero
4350,30,40253.79,56.7,0.09,23.912,25.0,23.912,1,zero
4351,39,28941.16,65.1,0.112,11.881,0.32,0.32,0,zero
4352,44,60221.6,47.7,0.044,21.272,25.0,21.272,1,zero
4353,33,52582.12,68.2,0.117,43.67,11.735,11.735,0,zero
4354,56,38164.15,84.0,0.059,23.061,6.49,6.49,0,zero
4355,28,35206.68,77.9,0.065,32.012,4.026,4.026,0,zero
4356,42,39617.93,70.8,0.044,8.097,25.0,8.097,1,zero
4357,29,38339.41,62.7,0.085,15.716,18.124,15.716,1,zero
4358,44,21438.16,71.2,0.084,24.866,25.0,24.866,1,zero
4359,47,52992.01,91.3,0.07,24.253,25.0,24.253,1,zero
4360,35,37274.35,84.9,0.073,6.699,6.081,6.081,0,zero
4361,46,62780.08,68.5,0.086,27.581,23.923,23.923,0,zero
4362,28,45061.79,55.2,0.083,3.691,25.0,3.691,1,zero
4363,53,15000.0,92.1,0.064,16.324,3.651,3.651,0,zero
4364,58,24620.52,62.7,0.11,15.246,3.704,3.704,0,zero
4365,37,15000.0,75.3,0.09,10.12,25.0,10.12,1,zero
4366,33,24471.42,54.4,0.048,10.702,20.786,10.702,1,zero
4367,55,20396.78,66.8,0.059,6.473,18.693,6.473,1,zero
4368,31,43030.81,54.4,0.101,28.029,16.391,16.391,0,zero
4369,28,36206.98,58.4,0.039,18.168,4.303,4.303,0,zero
4370,43,48886.48,60.8,0.098,16.788,2.709,2.709,0,zero
4371,54,39542.81,74.8,0.062,17.305,0.006,0.006,0,zero
4372,55,37116.29,69.0,0.08,8.09,2.545,2.545,0,zero
4373,59,64038.48,97.1,0.055,20.514,25.0,20.514,1,zero
4374,45,42673.87,81.3,0.119,22.398,25.0,22.398,1,zero
4375,55,39033.86,81.6,0.112,34.973,25.0,25.0,0,zero
4376,43,29758.71,75.0,0.114,2.365,25.0,2.365,1,zero
4377,55,25889.04,72.8,0.047,2.356,4.971,2.356,1,zero
4378,56,49246.01,81.9,0.106,13.233,6.232,6.232,0,zero
4379,26,48528.35,46.2,0.078,21.868,25.0,21.868,1,zero
4380,34,58858.94,63.8,0.094,16.862,25.0,16.862,1,zero
4381,26,45746.94,56.4,0.05,74.52,25.0,25.0,0,zero
4382,26,35282.77,51.2,0.094,7.499,9.339,7.499,1,zero
4383,48,46132.12,62.3,0.112,1.089,25.0,1.089,1,zero
4384,41,39036.39,58.5,0.054,7.264,7.737,7.264,1,zero
4385,56,50384.62,81.9,0.051,32.005,25.0,25.0,0,zero
4386,40,56011.98,70.9,0.039,9.406,9.45,9.406,1,zero
4387,40,37977.32,49.9,0.054,12.466,24.259,12.466,1,zero
4388,55,61087.72,73.1,0.078,15.295,20.184,15.295,1,zero
4389,48,54260.17,59.9,0.105,18.795,23.274,18.795,1,zero
4390,25,40212.21,70.6,0.055,5.075,13.936,5.075,1,zero
4391,35,48048.92,73.9,0.086,24.62,16.958,16.958,0,zero
4392,45,43665.96,62.5,0.073,11.025,4.167,4.167,0,zero
4393,28,40263.93,72.2,0.056,41.492,18.82,18.82,0,zero
4394,31,62957.74,74.0,0.076,45.663,25.0,25.0,0,zero
4395,50,46211.25,68.4,0.045,12.967,3.646,3.646,0,zero
4396,36,29908.38,62.8,0.088,38.463,1.046,1.046,0,zero
4397,55,27664.36,70.0,0.04,2.667,11.806,2.667,1,zero
4398,41,28154.84,68.6,0.096,19.044,7.17,7.17,0,zero
4399,57,45874.05,73.2,0.046,12.928,25.0,12.928,1,zero
4400,35,35901.84,67.4,0.12,12.593,6.246,6.246,0,zero
4401,52,43999.52,58.1,0.104,5.582,21.664,5.582,1,zero
4402,56,51236.76,68.3,0.061,15.027,7.911,7.911,0,zero
4403,25,64344.56,73.3,0.068,9.386,18.728,9.386,1,zero
4404,52,36178.32,71.9,0.053,15.659,25.0,15.659,1,zero
4405,31,23097.39,68.9,0.099,7.832,14.045,7.832,1,zero
4406,26,61508.82,65.1,0.064,36.493,25.0,25.0,0,zero
4407,48,22514.79,64.6,0.098,11.365,25.0,11.365,1,zero
4408,28,22042.86,65.7,0.032,21.749,25.0,21.749,1,zero
4409,43,61197.4,80.8,0.042,35.774,13.703,13.703,0,zero
4410,50,52794.78,60.5,0.063,7.987,25.0,7.987,1,zero
4411,35,45818.08,70.9,0.04,0.421,6.684,0.421,1,zero
4412,35,39400.95,57.4,0.084,11.415,8.493,8.493,0,zero
4413,27,37129.55,77.6,0.035,43.443,0.451,0.451,0,zero
4414,36,32190.09,64.6,0.107,14.766,21.304,14.766,1,zero
4415,27,36603.48,61.7,0.099,22.427,25.0,22.427,1,zero
